"","country","year","sex","age","suicides_no","population","gdp_for_year","gdp_per_capita","generation","continent"
"325","Antigua and Barbuda",1990,"Male","35-54",1,5799,459469074,7744,"Silent","Americas"
"326","Antigua and Barbuda",1990,"Female","15-24",0,6827,459469074,7744,"Generation X","Americas"
"327","Antigua and Barbuda",1990,"Female","25-34",0,6172,459469074,7744,"Boomers","Americas"
"328","Antigua and Barbuda",1990,"Female","35-54",0,5895,459469074,7744,"Silent","Americas"
"329","Antigua and Barbuda",1990,"Female","5-14",0,6877,459469074,7744,"Generation X","Americas"
"330","Antigua and Barbuda",1990,"Female","55-74",0,3706,459469074,7744,"G.I. Generation","Americas"
"331","Antigua and Barbuda",1990,"Female","75+",0,1252,459469074,7744,"G.I. Generation","Americas"
"332","Antigua and Barbuda",1990,"Male","15-24",0,6598,459469074,7744,"Generation X","Americas"
"333","Antigua and Barbuda",1990,"Male","25-34",0,5937,459469074,7744,"Boomers","Americas"
"334","Antigua and Barbuda",1990,"Male","5-14",0,6611,459469074,7744,"Generation X","Americas"
"335","Antigua and Barbuda",1990,"Male","55-74",0,2902,459469074,7744,"G.I. Generation","Americas"
"336","Antigua and Barbuda",1990,"Male","75+",0,758,459469074,7744,"G.I. Generation","Americas"
"337","Antigua and Barbuda",1991,"Female","15-24",0,6595,481706333,7976,"Generation X","Americas"
"338","Antigua and Barbuda",1991,"Female","25-34",0,6396,481706333,7976,"Boomers","Americas"
"339","Antigua and Barbuda",1991,"Female","35-54",0,6198,481706333,7976,"Boomers","Americas"
"340","Antigua and Barbuda",1991,"Female","5-14",0,7089,481706333,7976,"Millenials","Americas"
"341","Antigua and Barbuda",1991,"Female","55-74",0,3665,481706333,7976,"Silent","Americas"
"342","Antigua and Barbuda",1991,"Female","75+",0,1293,481706333,7976,"G.I. Generation","Americas"
"343","Antigua and Barbuda",1991,"Male","15-24",0,6401,481706333,7976,"Generation X","Americas"
"344","Antigua and Barbuda",1991,"Male","25-34",0,6156,481706333,7976,"Boomers","Americas"
"345","Antigua and Barbuda",1991,"Male","35-54",0,6122,481706333,7976,"Boomers","Americas"
"346","Antigua and Barbuda",1991,"Male","5-14",0,6818,481706333,7976,"Millenials","Americas"
"347","Antigua and Barbuda",1991,"Male","55-74",0,2857,481706333,7976,"Silent","Americas"
"348","Antigua and Barbuda",1991,"Male","75+",0,804,481706333,7976,"G.I. Generation","Americas"
"349","Antigua and Barbuda",1992,"Female","15-24",0,6369,499281148,8087,"Generation X","Americas"
"350","Antigua and Barbuda",1992,"Female","25-34",0,6650,499281148,8087,"Boomers","Americas"
"351","Antigua and Barbuda",1992,"Female","35-54",0,6534,499281148,8087,"Boomers","Americas"
"352","Antigua and Barbuda",1992,"Female","5-14",0,7311,499281148,8087,"Millenials","Americas"
"353","Antigua and Barbuda",1992,"Female","55-74",0,3648,499281148,8087,"Silent","Americas"
"354","Antigua and Barbuda",1992,"Female","75+",0,1339,499281148,8087,"G.I. Generation","Americas"
"355","Antigua and Barbuda",1992,"Male","15-24",0,6221,499281148,8087,"Generation X","Americas"
"356","Antigua and Barbuda",1992,"Male","25-34",0,6409,499281148,8087,"Boomers","Americas"
"357","Antigua and Barbuda",1992,"Male","35-54",0,6497,499281148,8087,"Boomers","Americas"
"358","Antigua and Barbuda",1992,"Male","5-14",0,7059,499281148,8087,"Millenials","Americas"
"359","Antigua and Barbuda",1992,"Male","55-74",0,2851,499281148,8087,"Silent","Americas"
"360","Antigua and Barbuda",1992,"Male","75+",0,853,499281148,8087,"G.I. Generation","Americas"
"361","Antigua and Barbuda",1993,"Male","25-34",1,6668,535172778,8453,"Boomers","Americas"
"362","Antigua and Barbuda",1993,"Female","15-24",0,6182,535172778,8453,"Generation X","Americas"
"363","Antigua and Barbuda",1993,"Female","25-34",0,6914,535172778,8453,"Boomers","Americas"
"364","Antigua and Barbuda",1993,"Female","35-54",0,6917,535172778,8453,"Boomers","Americas"
"365","Antigua and Barbuda",1993,"Female","5-14",0,7529,535172778,8453,"Millenials","Americas"
"366","Antigua and Barbuda",1993,"Female","55-74",0,3662,535172778,8453,"Silent","Americas"
"367","Antigua and Barbuda",1993,"Female","75+",0,1386,535172778,8453,"G.I. Generation","Americas"
"368","Antigua and Barbuda",1993,"Male","15-24",0,6069,535172778,8453,"Generation X","Americas"
"369","Antigua and Barbuda",1993,"Male","35-54",0,6915,535172778,8453,"Boomers","Americas"
"370","Antigua and Barbuda",1993,"Male","5-14",0,7298,535172778,8453,"Millenials","Americas"
"371","Antigua and Barbuda",1993,"Male","55-74",0,2879,535172778,8453,"Silent","Americas"
"372","Antigua and Barbuda",1993,"Male","75+",0,896,535172778,8453,"G.I. Generation","Americas"
"373","Antigua and Barbuda",1994,"Female","15-24",0,6083,589429593,9062,"Generation X","Americas"
"374","Antigua and Barbuda",1994,"Female","25-34",0,7151,589429593,9062,"Boomers","Americas"
"375","Antigua and Barbuda",1994,"Female","35-54",0,7357,589429593,9062,"Boomers","Americas"
"376","Antigua and Barbuda",1994,"Female","5-14",0,7722,589429593,9062,"Millenials","Americas"
"377","Antigua and Barbuda",1994,"Female","55-74",0,3715,589429593,9062,"Silent","Americas"
"378","Antigua and Barbuda",1994,"Female","75+",0,1437,589429593,9062,"G.I. Generation","Americas"
"379","Antigua and Barbuda",1994,"Male","15-24",0,5976,589429593,9062,"Generation X","Americas"
"380","Antigua and Barbuda",1994,"Male","25-34",0,6886,589429593,9062,"Boomers","Americas"
"381","Antigua and Barbuda",1994,"Male","35-54",0,7359,589429593,9062,"Boomers","Americas"
"382","Antigua and Barbuda",1994,"Male","5-14",0,7494,589429593,9062,"Millenials","Americas"
"383","Antigua and Barbuda",1994,"Male","55-74",0,2935,589429593,9062,"Silent","Americas"
"384","Antigua and Barbuda",1994,"Male","75+",0,929,589429593,9062,"G.I. Generation","Americas"
"385","Antigua and Barbuda",1995,"Female","15-24",0,6099,577280741,8636,"Generation X","Americas"
"386","Antigua and Barbuda",1995,"Female","25-34",0,7333,577280741,8636,"Generation X","Americas"
"387","Antigua and Barbuda",1995,"Female","35-54",0,7851,577280741,8636,"Boomers","Americas"
"388","Antigua and Barbuda",1995,"Female","5-14",0,7885,577280741,8636,"Millenials","Americas"
"389","Antigua and Barbuda",1995,"Female","55-74",0,3808,577280741,8636,"Silent","Americas"
"390","Antigua and Barbuda",1995,"Female","75+",0,1488,577280741,8636,"G.I. Generation","Americas"
"391","Antigua and Barbuda",1995,"Male","15-24",0,5953,577280741,8636,"Generation X","Americas"
"392","Antigua and Barbuda",1995,"Male","25-34",0,7023,577280741,8636,"Generation X","Americas"
"393","Antigua and Barbuda",1995,"Male","35-54",0,7809,577280741,8636,"Boomers","Americas"
"394","Antigua and Barbuda",1995,"Male","5-14",0,7632,577280741,8636,"Millenials","Americas"
"395","Antigua and Barbuda",1995,"Male","55-74",0,3021,577280741,8636,"Silent","Americas"
"396","Antigua and Barbuda",1995,"Male","75+",0,944,577280741,8636,"G.I. Generation","Americas"
"397","Antigua and Barbuda",1998,"Female","15-24",0,6529,727860593,10078,"Generation X","Americas"
"398","Antigua and Barbuda",1998,"Female","25-34",0,8332,727860593,10078,"Generation X","Americas"
"399","Antigua and Barbuda",1998,"Female","35-54",0,9615,727860593,10078,"Boomers","Americas"
"400","Antigua and Barbuda",1998,"Female","5-14",0,8183,727860593,10078,"Millenials","Americas"
"401","Antigua and Barbuda",1998,"Female","55-74",0,3921,727860593,10078,"Silent","Americas"
"402","Antigua and Barbuda",1998,"Female","75+",0,1476,727860593,10078,"G.I. Generation","Americas"
"403","Antigua and Barbuda",1998,"Male","15-24",0,5916,727860593,10078,"Generation X","Americas"
"404","Antigua and Barbuda",1998,"Male","25-34",0,7294,727860593,10078,"Generation X","Americas"
"405","Antigua and Barbuda",1998,"Male","35-54",0,9086,727860593,10078,"Boomers","Americas"
"406","Antigua and Barbuda",1998,"Male","5-14",0,7706,727860593,10078,"Millenials","Americas"
"407","Antigua and Barbuda",1998,"Male","55-74",0,3213,727860593,10078,"Silent","Americas"
"408","Antigua and Barbuda",1998,"Male","75+",0,954,727860593,10078,"G.I. Generation","Americas"
"409","Antigua and Barbuda",1999,"Female","15-24",0,6589,766198926,10378,"Generation X","Americas"
"410","Antigua and Barbuda",1999,"Female","25-34",0,8526,766198926,10378,"Generation X","Americas"
"411","Antigua and Barbuda",1999,"Female","35-54",0,10311,766198926,10378,"Boomers","Americas"
"412","Antigua and Barbuda",1999,"Female","5-14",0,8314,766198926,10378,"Millenials","Americas"
"413","Antigua and Barbuda",1999,"Female","55-74",0,3968,766198926,10378,"Silent","Americas"
"414","Antigua and Barbuda",1999,"Female","75+",0,1451,766198926,10378,"G.I. Generation","Americas"
"415","Antigua and Barbuda",1999,"Male","15-24",0,5845,766198926,10378,"Generation X","Americas"
"416","Antigua and Barbuda",1999,"Male","25-34",0,7263,766198926,10378,"Generation X","Americas"
"417","Antigua and Barbuda",1999,"Male","35-54",0,9537,766198926,10378,"Boomers","Americas"
"418","Antigua and Barbuda",1999,"Male","5-14",0,7805,766198926,10378,"Millenials","Americas"
"419","Antigua and Barbuda",1999,"Male","55-74",0,3276,766198926,10378,"Silent","Americas"
"420","Antigua and Barbuda",1999,"Male","75+",0,947,766198926,10378,"G.I. Generation","Americas"
"421","Antigua and Barbuda",2000,"Male","55-74",1,3333,830158778,11021,"Silent","Americas"
"422","Antigua and Barbuda",2000,"Male","35-54",1,10033,830158778,11021,"Boomers","Americas"
"423","Antigua and Barbuda",2000,"Female","15-24",0,6616,830158778,11021,"Generation X","Americas"
"424","Antigua and Barbuda",2000,"Female","25-34",0,8595,830158778,11021,"Generation X","Americas"
"425","Antigua and Barbuda",2000,"Female","35-54",0,11040,830158778,11021,"Boomers","Americas"
"426","Antigua and Barbuda",2000,"Female","5-14",0,8439,830158778,11021,"Millenials","Americas"
"427","Antigua and Barbuda",2000,"Female","55-74",0,3986,830158778,11021,"Silent","Americas"
"428","Antigua and Barbuda",2000,"Female","75+",0,1413,830158778,11021,"G.I. Generation","Americas"
"429","Antigua and Barbuda",2000,"Male","15-24",0,5783,830158778,11021,"Generation X","Americas"
"430","Antigua and Barbuda",2000,"Male","25-34",0,7177,830158778,11021,"Generation X","Americas"
"431","Antigua and Barbuda",2000,"Male","5-14",0,7973,830158778,11021,"Millenials","Americas"
"432","Antigua and Barbuda",2000,"Male","75+",0,938,830158778,11021,"G.I. Generation","Americas"
"433","Antigua and Barbuda",2001,"Male","35-54",2,10281,800740259,10468,"Boomers","Americas"
"434","Antigua and Barbuda",2001,"Female","15-24",0,6902,800740259,10468,"Millenials","Americas"
"435","Antigua and Barbuda",2001,"Female","25-34",0,8425,800740259,10468,"Generation X","Americas"
"436","Antigua and Barbuda",2001,"Female","35-54",0,11402,800740259,10468,"Boomers","Americas"
"437","Antigua and Barbuda",2001,"Female","5-14",0,8428,800740259,10468,"Millenials","Americas"
"438","Antigua and Barbuda",2001,"Female","55-74",0,4037,800740259,10468,"Silent","Americas"
"439","Antigua and Barbuda",2001,"Female","75+",0,1487,800740259,10468,"Silent","Americas"
"440","Antigua and Barbuda",2001,"Male","15-24",0,6084,800740259,10468,"Millenials","Americas"
"441","Antigua and Barbuda",2001,"Male","25-34",0,7071,800740259,10468,"Generation X","Americas"
"442","Antigua and Barbuda",2001,"Male","5-14",0,7958,800740259,10468,"Millenials","Americas"
"443","Antigua and Barbuda",2001,"Male","55-74",0,3442,800740259,10468,"Silent","Americas"
"444","Antigua and Barbuda",2001,"Male","75+",0,980,800740259,10468,"Silent","Americas"
"445","Antigua and Barbuda",2002,"Female","15-24",0,7196,814615333,10499,"Millenials","Americas"
"446","Antigua and Barbuda",2002,"Female","25-34",0,8155,814615333,10499,"Generation X","Americas"
"447","Antigua and Barbuda",2002,"Female","35-54",0,11760,814615333,10499,"Boomers","Americas"
"448","Antigua and Barbuda",2002,"Female","5-14",0,8408,814615333,10499,"Millenials","Americas"
"449","Antigua and Barbuda",2002,"Female","55-74",0,4050,814615333,10499,"Silent","Americas"
"450","Antigua and Barbuda",2002,"Female","75+",0,1547,814615333,10499,"Silent","Americas"
"451","Antigua and Barbuda",2002,"Male","15-24",0,6416,814615333,10499,"Millenials","Americas"
"452","Antigua and Barbuda",2002,"Male","25-34",0,6921,814615333,10499,"Generation X","Americas"
"453","Antigua and Barbuda",2002,"Male","35-54",0,10604,814615333,10499,"Boomers","Americas"
"454","Antigua and Barbuda",2002,"Male","5-14",0,7980,814615333,10499,"Millenials","Americas"
"455","Antigua and Barbuda",2002,"Male","55-74",0,3527,814615333,10499,"Silent","Americas"
"456","Antigua and Barbuda",2002,"Male","75+",0,1024,814615333,10499,"Silent","Americas"
"457","Antigua and Barbuda",2003,"Male","55-74",1,3594,855643111,10878,"Silent","Americas"
"458","Antigua and Barbuda",2003,"Female","15-24",0,7454,855643111,10878,"Millenials","Americas"
"459","Antigua and Barbuda",2003,"Female","25-34",0,7831,855643111,10878,"Generation X","Americas"
"460","Antigua and Barbuda",2003,"Female","35-54",0,12129,855643111,10878,"Boomers","Americas"
"461","Antigua and Barbuda",2003,"Female","5-14",0,8423,855643111,10878,"Millenials","Americas"
"462","Antigua and Barbuda",2003,"Female","55-74",0,4054,855643111,10878,"Silent","Americas"
"463","Antigua and Barbuda",2003,"Female","75+",0,1583,855643111,10878,"Silent","Americas"
"464","Antigua and Barbuda",2003,"Male","15-24",0,6730,855643111,10878,"Millenials","Americas"
"465","Antigua and Barbuda",2003,"Male","25-34",0,6734,855643111,10878,"Generation X","Americas"
"466","Antigua and Barbuda",2003,"Male","35-54",0,10997,855643111,10878,"Boomers","Americas"
"467","Antigua and Barbuda",2003,"Male","5-14",0,8061,855643111,10878,"Millenials","Americas"
"468","Antigua and Barbuda",2003,"Male","75+",0,1068,855643111,10878,"Silent","Americas"
"469","Antigua and Barbuda",2004,"Male","55-74",1,3665,919577148,11535,"Silent","Americas"
"470","Antigua and Barbuda",2004,"Male","35-54",1,11406,919577148,11535,"Boomers","Americas"
"471","Antigua and Barbuda",2004,"Female","15-24",0,7648,919577148,11535,"Millenials","Americas"
"472","Antigua and Barbuda",2004,"Female","25-34",0,7531,919577148,11535,"Generation X","Americas"
"473","Antigua and Barbuda",2004,"Female","35-54",0,12492,919577148,11535,"Boomers","Americas"
"474","Antigua and Barbuda",2004,"Female","5-14",0,8488,919577148,11535,"Millenials","Americas"
"475","Antigua and Barbuda",2004,"Female","55-74",0,4088,919577148,11535,"Silent","Americas"
"476","Antigua and Barbuda",2004,"Female","75+",0,1590,919577148,11535,"Silent","Americas"
"477","Antigua and Barbuda",2004,"Male","15-24",0,6968,919577148,11535,"Millenials","Americas"
"478","Antigua and Barbuda",2004,"Male","25-34",0,6556,919577148,11535,"Generation X","Americas"
"479","Antigua and Barbuda",2004,"Male","5-14",0,8196,919577148,11535,"Millenials","Americas"
"480","Antigua and Barbuda",2004,"Male","75+",0,1094,919577148,11535,"Silent","Americas"
"481","Antigua and Barbuda",2005,"Female","15-24",0,7780,1022191296,12649,"Millenials","Americas"
"482","Antigua and Barbuda",2005,"Female","25-34",0,7327,1022191296,12649,"Generation X","Americas"
"483","Antigua and Barbuda",2005,"Female","35-54",0,12835,1022191296,12649,"Boomers","Americas"
"484","Antigua and Barbuda",2005,"Female","5-14",0,8584,1022191296,12649,"Millenials","Americas"
"485","Antigua and Barbuda",2005,"Female","55-74",0,4157,1022191296,12649,"Silent","Americas"
"486","Antigua and Barbuda",2005,"Female","75+",0,1575,1022191296,12649,"Silent","Americas"
"487","Antigua and Barbuda",2005,"Male","15-24",0,7113,1022191296,12649,"Millenials","Americas"
"488","Antigua and Barbuda",2005,"Male","25-34",0,6444,1022191296,12649,"Generation X","Americas"
"489","Antigua and Barbuda",2005,"Male","35-54",0,11778,1022191296,12649,"Boomers","Americas"
"490","Antigua and Barbuda",2005,"Male","5-14",0,8358,1022191296,12649,"Millenials","Americas"
"491","Antigua and Barbuda",2005,"Male","55-74",0,3748,1022191296,12649,"Silent","Americas"
"492","Antigua and Barbuda",2005,"Male","75+",0,1110,1022191296,12649,"Silent","Americas"
"493","Antigua and Barbuda",2006,"Female","15-24",0,7902,1157005444,14114,"Millenials","Americas"
"494","Antigua and Barbuda",2006,"Female","25-34",0,7098,1157005444,14114,"Generation X","Americas"
"495","Antigua and Barbuda",2006,"Female","35-54",0,13374,1157005444,14114,"Boomers","Americas"
"496","Antigua and Barbuda",2006,"Female","5-14",0,8571,1157005444,14114,"Millenials","Americas"
"497","Antigua and Barbuda",2006,"Female","55-74",0,4256,1157005444,14114,"Silent","Americas"
"498","Antigua and Barbuda",2006,"Female","75+",0,1573,1157005444,14114,"Silent","Americas"
"499","Antigua and Barbuda",2006,"Male","15-24",0,7239,1157005444,14114,"Millenials","Americas"
"500","Antigua and Barbuda",2006,"Male","25-34",0,6319,1157005444,14114,"Generation X","Americas"
"501","Antigua and Barbuda",2006,"Male","35-54",0,12202,1157005444,14114,"Boomers","Americas"
"502","Antigua and Barbuda",2006,"Male","5-14",0,8485,1157005444,14114,"Millenials","Americas"
"503","Antigua and Barbuda",2006,"Male","55-74",0,3847,1157005444,14114,"Silent","Americas"
"504","Antigua and Barbuda",2006,"Male","75+",0,1107,1157005444,14114,"Silent","Americas"
"505","Antigua and Barbuda",2007,"Male","35-54",1,12530,1311401333,15775,"Boomers","Americas"
"506","Antigua and Barbuda",2007,"Female","15-24",0,8013,1311401333,15775,"Millenials","Americas"
"507","Antigua and Barbuda",2007,"Female","25-34",0,6962,1311401333,15775,"Generation X","Americas"
"508","Antigua and Barbuda",2007,"Female","35-54",0,13860,1311401333,15775,"Boomers","Americas"
